4K-8K,#genre#
睢宁三农频道,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningsn.m3u8
金坛新闻频道,http://jintan-tv-ori-hls.jstv.com/jintan-tv-ori/jintan_xw.m3u8
睢宁生活教育,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningsh.m3u8
沭阳综合频道,http://shuyang-tv-hls.cm.jstv.com/shuyang-tv/shuyangzh.m3u8
涟水综合频道,http://lianshui-tv-hls.cm.jstv.com/lianshui-tv/lsxw.m3u8
金湖新闻综合,http://jinhu-tv-hls.cm.jstv.com/jinhu-tv/jinhuzh.m3u8
如东新闻综合,http://rudong-tv-hls.cm.jstv.com/rudong-tv/rdxwzh.m3u8
泗洪新闻综合,http://sihong-tv-hls.cm.jstv.com/sihong-tv/sihongxinwenzonghe.m3u8
赣榆新闻综合,http://ganyu-tv-hls.cm.jstv.com/ganyu-tv/ganyutv.m3u8
海安新闻综合,http://haian-tv-hls.cm.jstv.com/haian-tv/haaxwzh.m3u8
江宁新闻频道,https://jiangning-tv-hls.cm.jstv.com/jiangning-tv/jnxwzh.m3u8
沛县新闻综合,http://peixian-tv-hls.cm.jstv.com/peixian-tv/pxzh.m3u8
高邮综合频道,http://gaoyou-tv-hls.cm.jstv.com/gaoyou-tv/gaoyouxw.m3u8
姜堰新闻综合,https://jiangyan-tv-hls.cm.jstv.com/jiangyan-tv/jiangyanzh.m3u8
连云港新闻综合,http://live.lyg1.com/zhpd/sd/live.m3u8
连云港公共,http://live.lyg1.com/ggpd/sd/live.m3u8
江阴新闻综合,http://221.228.70.101:8080/live/xinwen.m3u8
张家港新闻综合,http://3gvod.zjgonline.com.cn:1935/live/xinwenzonghe2/playlist.m3u8
张家港新闻,http://3gvod.zjgonline.com.cn:1935/live/xinwenzonghe2/playlist.m3u8
张家港综合,http://3gvod.zjgonline.com.cn:1935/live/xinwenzonghe2/playlist.m3u8?checkedby:hlscat.com
武进新闻频道,https://live.wjyanghu.com/live/CH1.m3u8
武进生活频道,https://live.wjyanghu.com/live/CH2.m3u8
常熟综合,http://cstvplay.21cs.cn/cstv1/cstv1.m3u8
常熟民生经济,http://cstvplay.21cs.cn/cstv2/cstv2.m3u8
靖江新闻综合,http://visit.jjbctv.com:1935/live/xwzhpc/playlist.m3u8
靖江新闻综合,http://visit.jjbctv.com:1935/live/xwzhmb/playlist.m3u8
镇江新闻综合,http://zjtv-wshls.homecdn.com/live/2aa50.m3u8
南通新闻综合,http://cm-live.ntjoy.com/live/4f1.m3u8
南通社教,http://cm-live.ntjoy.com/live/4f3.m3u8
南通公共崇川,http://cm-live.ntjoy.com/live/4f5.m3u8
湖南,#genre#
湖南经视,http://phonetx.qing.mgtv.com/nn_live/nn_x64/0.0&/HNJSMPP360.m3u8
湖南都市,http://phonetx.qing.mgtv.com/nn_live/nn_x64/0.0&/HNDSMPP360.m3u8
湖南爱晚,http://phonetx.qing.mgtv.com/nn_live/nn_x64/0.0&/HNGGMPP360.m3u8
湖南娱乐,http://phonetx.qing.mgtv.com/nn_live/nn_x64/0.0&/HNYLMPP360.m3u8
湖南电视剧,http://phonetx.qing.mgtv.com/nn_live/nn_x64/0.0&/HNDSJMPP360.m3u8
湖南快乐购,http://phonetx.qing.mgtv.com/nn_live/nn_x64/0.0&/KLGMPP360.m3u8
湖南国际,http://phonetx.qing.mgtv.com/nn_live/nn_x64/0.0&/HNGJMPP360.m3u8
湖南电影,http://phonetx.qing.mgtv.com/nn_live/nn_x64/0.0&/HNDYMPP360.m3u8
茶频道,http://phonetx.qing.mgtv.com/nn_live/nn_x64/0.0&/CPDMPP360.m3u8
金鹰纪实,http://phonetx.qing.mgtv.com/nn_live/nn_x64/0.0&/JYJSMPP360.m3u8
金鹰卡通,http://phonetx.qing.mgtv.com/nn_live/nn_x64/0.0&/JYKTMPP360.m3u8
先锋乒羽,http://phonetx.qing.mgtv.com/nn_live/nn_x64/0.0&/XFPYMPP360.m3u8
快乐垂钓,http://phonetx.qing.mgtv.com/nn_live/nn_x64/0.0&/KLCDMPP360.m3u8
长沙新闻,http://phonetx.qing.mgtv.com/nn_live/nn_x64/0.0&/CSXWMPP360.m3u8
长沙政法,http://phonetx.qing.mgtv.com/nn_live/nn_x64/0.0&/CSZFMPP360.m3u8
湘潭新闻综合,http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8
湘潭公共频道,http://live.hnxttv.com:9601/live/dspd/800K/tzwj_video.m3u8
湖南经视,https://mirror.ghproxy.com/https://raw.githubusercontent.com/Meroser/mgtv/main/m3u8/hn01.m3u8
湖南都市,https://mirror.ghproxy.com/https://raw.githubusercontent.com/Meroser/mgtv/main/m3u8/hn02.m3u8
湖南爱晚,https://mirror.ghproxy.com/https://raw.githubusercontent.com/Meroser/mgtv/main/m3u8/hn05.m3u8
湖南国际,https://mirror.ghproxy.com/https://raw.githubusercontent.com/Meroser/mgtv/main/m3u8/hn06.m3u8
湖南娱乐,https://mirror.ghproxy.com/https://raw.githubusercontent.com/Meroser/mgtv/main/m3u8/hn07.m3u8
湖南电影,https://mirror.ghproxy.com/https://raw.githubusercontent.com/Meroser/mgtv/main/m3u8/hn04.m3u8
湖南电视剧,https://mirror.ghproxy.com/https://raw.githubusercontent.com/Meroser/mgtv/main/m3u8/hn03.m3u8
长沙新闻,https://mirror.ghproxy.com/https://raw.githubusercontent.com/Meroser/mgtv/main/m3u8/hn14.m3u8
长沙政法,https://mirror.ghproxy.com/https://raw.githubusercontent.com/Meroser/mgtv/main/m3u8/hn15.m3u8
长沙女性,https://mirror.ghproxy.com/https://raw.githubusercontent.com/Meroser/mgtv/main/m3u8/hn16.m3u8
安徽,#genre#
安徽卫视,https://127.0.0.1:8080/ahtv/ahws.m3u8?t=1747650468&key=12943cb82ba2132e7fb9bb6c36363682
安徽经济生活,https://127.0.0.1:8080/ahtv/ahjjsh.m3u8?t=1747650468&key=10e2f207335d451a4477441fd786a3a4
安徽综艺体育,https://127.0.0.1:8080/ahtv/ahzyty.m3u8?t=1747650468&key=aea928ef9842b3e67c614d18951338a3
安徽影视,https://127.0.0.1:8080/ahtv/ahys.m3u8?t=1747650468&key=5109a087c47f3491b53923117a599579
安徽公共,https://127.0.0.1:8080/ahtv/ahgg.m3u8?t=1747650468&key=d81b1004da5ab88f1ad8eb2e1755b558
安徽农业科教,https://127.0.0.1:8080/ahtv/ahnykj.m3u8?t=1747650468&key=538e60385683caeec1613131109f9d82
安徽国际,https://127.0.0.1:8080/ahtv/ahgj.m3u8?t=1747650468&key=5683d00797bd2d5c9b7b3f9b2dea3b45
安徽移动,https://127.0.0.1:8080/ahtv/ahyd.m3u8?t=1747650468&key=8ace8b71effe5c13c530488b95884a27
安徽公共频道,http://live.ahcartv.dev.geek-zoo.cn/live/ggtv.m3u8?txSecret=642c057a63f8e7c6fcd0f236d3f24c69&txTime=6861F1F6
安徽国际频道,http://live.ahcartv.dev.geek-zoo.cn/live/gjtv.m3u8?txSecret=e628bcb47d7741b3a60c6793b7295d84&txTime=6861F1F6
安徽经济生活频道,http://live.ahcartv.dev.geek-zoo.cn/live/jjshtv.m3u8?txSecret=94e99c3721b25b3ac3d04be07d92fa3c&txTime=6861F1F6
安徽农业科教频道,http://live.ahcartv.dev.geek-zoo.cn/live/nykjtv.m3u8?txSecret=4888aba85d563cfd8853ca0982febcbe&txTime=6861F1F6
安徽影视频道,http://live.ahcartv.dev.geek-zoo.cn/live/ystv.m3u8?txSecret=e2c76086598b48e1fb4b6a823c69e2d5&txTime=6861F1F6
安徽综艺体育频道,http://live.ahcartv.dev.geek-zoo.cn/live/zytytv.m3u8?txSecret=095c3ce3216bfda624ec4acce6e8a02c&txTime=6861F1F6
宣城综合,http://live.ahcartv.dev.geek-zoo.cn/live/xctv.m3u8?txSecret=557e1b8654df9633a3ae3a61ab03dcdd&txTime=6861F813
滁州新闻综合,http://live.cztv.cc:85/live/xwpd.m3u8
淮北新闻综合,http://live.ahcartv.dev.geek-zoo.cn/live/hbds.m3u8?txSecret=d932d52b91a3ed9d7135760bf36dc3d5&txTime=6861F813
安庆新闻综合,http://live.ahcartv.dev.geek-zoo.cn/live/aqpd.m3u8?txSecret=068c51559e25e8891c14335dd58be9bc&txTime=6861F813
铜陵新闻综合,https://gnhls.qingmei.tv/live/tlxw.m3u8?volcTime=1753081509&volcSecret=10999ac48fb965e95cd8ac9bbbf625ef
宿州新闻综合,rtmp://live.ahsz.tv/video?token=5ee5b1c3db702657f412ed18d270cdb7/s10001-szzh
黄山新闻综合,http://hslive.hsnewsnet.com/lsdream/hve9Wjs/1000/live.m3u8
吉安市广播电视台,https://play-live-hls.jxtvcn.com.cn/live-city/tv_jian.m3u8
池州新闻综合,http://wjsp.chiznews.com:8037/live/xwzh.m3u8
抚州市广播电视台,http://tv.live.fgtxnews.com/fztv/zonghe.m3u8
芜湖新闻综合,http://live.ahcartv.dev.geek-zoo.cn/live/whpd.m3u8?txSecret=3e91d2caa6167710ed56b2d40ae75bd0&txTime=6861F813
淮南新闻综合,http://112.30.194.221:20080/live/cb8cb76bfc154f579df8c9d2443127af/hls.m3u8
亳州综合频道,http://zbbf2.ahbztv.com/live/416.m3u8
湖北,#genre#
武汉新闻综合,http://stream.appwuhan.com/1tzb/sd/live.m3u8
武汉电视剧,http://stream.appwuhan.com/2tzb/sd/live.m3u8
武汉生活,http://stream.appwuhan.com/3tzb/sd/live.m3u8
武汉经济,http://stream.appwuhan.com/4tzb/sd/live.m3u8
武汉文体,http://stream.appwuhan.com/5tzb/sd/live.m3u8
武汉外语,http://stream.appwuhan.com/6tzb/sd/live.m3u8
武汉少儿,http://stream.appwuhan.com/7tzb/sd/live.m3u8
武汉教育,http://stream.appwuhan.com/jyzb/sd/live.m3u8
江夏新闻综合,http://59.175.226.142:280/gb28181/xwzh.m3u8
江夏新闻综合,http://59.175.226.142:280/gb28181/xwzh.m3u8
潜江综合,http://hbqjdb.chinashadt.com:2035/live/3.stream/playlist.m3u8
潜江乡村,http://hbqjdb.chinashadt.com:2035/live/4.stream/playlist.m3u8
鄂州新闻综合,http://ezhou-live21.cjyun.org/10098/s10098-EZ1T.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-0f99f7df9fd0d3fca9beca6bafa6b043
鄂州公共,http://ezhou-live21.cjyun.org/10098/s10098-EZ2T.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-ab320ba90f39f94baba04e30ff07c52e
武穴综合,http://dsk.cc/hubtv/cjy.php?id=wxzh
罗田综合,http://dsk.cc/hubtv/cjy.php?id=ltzh
黄石新闻综合,http://huangshifb-live21.cjyun.org/10200/s10200-huangshitv01.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-e22af05072c6fa8bc1fc35e042e97467
大冶一套,http://dayeyun-live21.cjyun.org/10102/s10102-TC1T.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-c3d27fbc279c3efc9187853aca3da012
阳新新闻,http://yangxin-live21.cjyun.org/10104/s10104-yangxin-tv01.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-a27d99b67d0e39445f1df5ea6ad088ec
咸宁综合,http://xianning-live21.cjyun.org/10140/s10140-XNTV-1.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-fea9ed9b2105c8e66da382be47a0acae
咸宁经济生活,http://xianning-live21.cjyun.org/10140/s10140-XNGG.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-8cb875770938fdeb7179752f74e13062
赤壁一套,http://chibi-live21.cjyun.org/10138/s10138-CBTV1.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-a9f4eb22b55c750628c090d53a445bbc
嘉鱼新闻综合,http://jiayu-live21.cjyun.org/10131/s10131-jyzh.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-9ca56ee7b0e7b23d7ccb3f6649b2686a
通山综合,http://tongshan-live21.cjyun.org/10134/s10134-TONGSHAN-live.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-23ad1b5ada69ec0d4796d8227f737ca6
孝感新闻综合,http://xiaogan-live21.cjyun.org/10139/s10139-shpd.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-2286294457518d52f02d91906380d72a
孝感生活,http://xiaogan-live21.cjyun.org/10139/s10139-xg.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-1d24a98d45449c0f85cda4bddc5d72a6
孝昌新闻党建*,http://xiaochang-live21.cjyun.org/10128/s10128-xcxw.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-948b2cf2777e352d9f83660c9b79aa3f
应城综合,http://yingcheng-live21.cjyun.org/10135/s10135-YCZH.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-683be43745bd3709006be7b43135de61
荆州新闻,http://jingzhou-live21.cjyun.org/10085/s10085-jingzhou-tv01.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-2bb0015980b1b3742cea1d78f13eb6ca
荆州垄上,http://jingzhou-live21.cjyun.org/10085/s10085-jingzhou-tv03.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-7dff02969ff316d795ac73c86747fd05
松滋综合,http://songzi-live21.cjyun.org/10194/s10194-songzi-tv1.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-388ba0519fa8a2846925a78282f2aa1f
江陵综合,http://dsk.cc/hubtv/cjy.php?id=jlzh
襄阳综合,http://dsk.cc/hubtv/cjy.php?id=xyzh
襄阳公共,http://dsk.cc/hubtv/cjy.php?id=xygg
襄阳经济生活,http://dsk.cc/hubtv/cjy.php?id=xysh
谷城综合,http://gucheng-live21.cjyun.org/10116/s10116-GCTV1.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-b8eee5fa844d684da58e16386fdc88c8
长阳综合,http://changyang-live21.cjyun.org/10114/s10114-cy1t.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-c16910d50f308ea1150ce2648945a081
当阳电视台,http://dangyang-live21.cjyun.org/10118/s10118-DYZH.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-68ad690365557a3ecc64c751a1b02f4a
五峰电视台,http://wufeng-live21.cjyun.org/10112/s10112-wffm.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-06846ff2e035fdacd3bed68838375e5f
兴山综合,http://xingshan-live21.cjyun.org/10108/s10108-xingshanTV01.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-dafdeaf8f8034a40ebc17a1f8f3a603f
枝江综合,http://zhijiang-live21.cjyun.org/10120/s10120-zjtv.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-16e87303959711040a8b485858a82a78
丹江口综合,http://dsk.cc/hubtv/cjy.php?id=djkzh
鹤峰综合,http://hefeng-live21.cjyun.org/10100/s10100-hftv1.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-b42f6cb29eb3b901079113901761aa96
江西,#genre#
江西卫视,http://58.144.154.93/yun-live.jxtvcn.com.cn/live-jxtv/tv_jxtv1.m3u8
江西都市,http://58.144.154.93/yun-live.jxtvcn.com.cn/live-jxtv/tv_jxtv2.m3u8
江西经济生活,http://58.144.154.93/yun-live.jxtvcn.com.cn/live-jxtv/tv_jxtv3_hd.m3u8
江西影视旅游,http://58.144.154.93/yun-live.jxtvcn.com.cn/jxtv-jxtv/tv_jxtv4.m3u8
江西公共农业,http://58.144.154.93/yun-live.jxtvcn.com.cn/live-jxtv/tv_jxtv5.m3u8
江西少儿,http://58.144.154.93/yun-live.jxtvcn.com.cn/live-jxtv/tv_jxtv6.m3u8
江西新闻,http://58.144.154.93/yun-live.jxtvcn.com.cn/live-jxtv/tv_jxtv7.m3u8
江西移动,http://58.144.154.93/yun-live.jxtvcn.com.cn/live-jxtv/tv_jxtv8.m3u8
风尚购物,http://58.144.154.93/yun-live.jxtvcn.com.cn/live-jxtv/tv_fsgw.m3u8
江西陶瓷,http://58.144.154.93/yun-live.jxtvcn.com.cn/live-jxtv/tv_taoci.m3u8
江西都市,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225584/1/index.m3u8?fmt=ts2hls
江西经济生活,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226206/1/index.m3u8?fmt=ts2hls
江西影视旅游,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226291/1/index.m3u8?fmt=ts2hls
江西公共农业,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225578/1/index.m3u8?fmt=ts2hls
江西少儿,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226194/1/index.m3u8?fmt=ts2hls
江西新闻,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225615/1/index.m3u8?fmt=ts2hls
江西移动电视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226285/1/index.m3u8?fmt=ts2hls
江西教育,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226197/1/index.m3u8?fmt=ts2hls
陶瓷频道,http://39.135.140.104:6610/PLTV/88888888/224/3221226304/1/index.m3u8?fmt=ts2hls
赣州新闻,http://wb.jxgztv.com/live/gztv1.flv
赣州公共,http://wb.jxgztv.com/live/gztv2.flv
赣州教育,http://wb.jxgztv.com/live/gztv3.flv
九江新闻综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_jiujiang1.m3u8
九江公共,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_jiujiang2.m3u8
九江教育,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_jiujiang3.m3u8
都昌新闻综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_duchang.m3u8
庐山市电视台,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_lushan.m3u8
彭泽电视台,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_pengze.m3u8
武宁新闻综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_wuning.m3u8
修水新闻综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_xiushui01.m3u8
永修TV-1,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_yongxiu.m3u8
上饶新闻综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_shangrao1.m3u8
上饶经济旅游,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_shangrao2.m3u8
广丰综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_guangfeng.m3u8
余干综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_yugan.m3u8
铅山电视台,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_yanshan.m3u8
萍乡新闻综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_px_xwzh.m3u8
萍乡公共,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_px_ggpd.m3u8
宁都综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_ningdu.m3u8
广昌综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_guangchuangTV.m3u8
铜鼓综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_tonggu.m3u8
万载综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_wanzai.m3u8
分宜TV,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_fenyi_tv.m3u8
井冈山1套,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_jgs.m3u8
河南,#genre#
河南卫视,https://127.0.0.1:8080/hntv/hnws.m3u8?t=1747650468&key=a58474fc7cd3ee2cd6fed4a6eda29418
河南都市,https://127.0.0.1:8080/hntv/hnds.m3u8?t=1747650468&key=c0216ff534947019eb9411b9488ba917
河南民生,https://127.0.0.1:8080/hntv/hnms.m3u8?t=1747650468&key=3cee7d8a2ad65f5177a474fe23fcffc2
河南法治,https://127.0.0.1:8080/hntv/hmfz.m3u8?t=1747650468&key=0683c92c21f916189436eca8aff01e25
河南电视剧,https://127.0.0.1:8080/hntv/hndsj.m3u8?t=1747650468&key=3de2ae7b1c2671ca6b71d414668c5fb3
河南新闻,https://127.0.0.1:8080/hntv/hnxw.m3u8?t=1747650468&key=82f59ada7bcf28ba043d2657fee8ecf0
欢腾购物,https://127.0.0.1:8080/hntv/htgw.m3u8?t=1747650468&key=7ffcae330ce17561729a8276a67f4390
河南公共,https://127.0.0.1:8080/hntv/hngg.m3u8?t=1747650468&key=412d0f1aaa2aa497e96c93277a9df9a7
河南乡村,https://127.0.0.1:8080/hntv/hnxc.m3u8?t=1747650468&key=f51094653039a1aafa8916cb02c33fea
河南国际,https://127.0.0.1:8080/hntv/hngj.m3u8?t=1747650468&key=50f9382c5d77762cd3bb734e0efcd0ea
河南梨园,https://127.0.0.1:8080/hntv/hnly.m3u8?t=1747650468&key=d01116e4944a14b481c4551a49b1f624
文物宝库,https://127.0.0.1:8080/hntv/wwbk.m3u8?t=1747650468&key=f5633e4ea0bc506040848a28e002d185
武术世界,https://127.0.0.1:8080/hntv/wspd.m3u8?t=1747650468&key=c15ec1d1bbc5854ea24564c851f9399e
睛彩中原,https://127.0.0.1:8080/hntv/jczy.m3u8?t=1747650468&key=fc00e50b3da3a061abafd7b5f0751812
移动戏曲,https://127.0.0.1:8080/hntv/ydxj.m3u8?t=1747650468&key=054766db289a0ba5a47ef3464c62ca81
象视界,https://127.0.0.1:8080/hntv/xsj.m3u8?t=1747650468&key=7dc93caf1bc4a35e52126f3449b08527
国学频道,https://127.0.0.1:8080/hntv/gxpd.m3u8?t=1747650468&key=352267cce69c8db5c110513ba1bd8eb3
郑州新闻综合,http://live3-new.zztv.tv/xwzh/playlist.m3u8
郑州商都,http://live3-new.zztv.tv/sdpd/playlist.m3u8
郑州文体旅游,http://live3-new.zztv.tv/wtly/playlist.m3u8
郑州影视戏曲,http://live3-new.zztv.tv/xqpd/playlist.m3u8
郑州妇女儿童,http://live3-new.zztv.tv/fnet/playlist.m3u8
郑州都市生活,http://live3-new.zztv.tv/dssh/playlist.m3u8
河北,#genre#
河北卫视,https://tv.pull.hebtv.com/jishi/weishipindao.m3u8?t=1963555056&k=a2a2ee6412906c8b2d9a6fd19116c6d9
河北经济,https://tv.pull.hebtv.com/jishi/jingjishenghuo.m3u8?t=1963555098&k=188078e4cff948b7252bb3e5f88306b2
河北农民,https://tv.pull.hebtv.com/jishi/nongminpindao.m3u8?t=1963555153&k=322fe32502d1e3695b0bdef5e698635e
河北都市,http://tv.pull.hebtv.com/jishi/dushipindao.m3u8?t=2510710360&k=4380da13735a230c080ce8ff404033af
河北影视,https://tv.pull.hebtv.com/zhibo/yingshijupindao.m3u8?t=1963555862&k=c1c7d65caa03f1cbd6c9585b5d840534
河北少儿,https://tv.pull.hebtv.com/jishi/shaoerkejiao.m3u8?t=1963555882&k=3b5e2390e33ef21bf9697e4d1811e261
河北公共,https://tv.pull.hebtv.com/jishi/gonggongpindao.m3u8?t=1963555917&k=fc9fcfabd123ab877e24ee9a0ef0c862
河北卫视,https://127.0.0.1:8080/hebtv/hbws.m3u8?t=1747650468&key=6f625c1309b8eda4f0329c9e3d6ab850
河北经济,https://127.0.0.1:8080/hebtv/hbjj.m3u8?t=1747650468&key=0cdbdf0788adc9f654db2c2c87b4ec86
河北农民,https://127.0.0.1:8080/hebtv/hbnm.m3u8?t=1747650468&key=abcad8210c7eb00418a6dc7803f7876e
河北都市,https://127.0.0.1:8080/hebtv/hbds.m3u8?t=1747650468&key=41ca67e49419206fa1cab334f21573a3
河北影视,https://127.0.0.1:8080/hebtv/hbys.m3u8?t=1747650468&key=83a5c925f78689269c2849115db9ed1b
少儿科教,https://127.0.0.1:8080/hebtv/hbsekj.m3u8?t=1747650468&key=1f243a633a5fb4b2987b4d6ef5f3f82b
河北公共,https://127.0.0.1:8080/hebtv/hbgg.m3u8?t=1747650468&key=d580117cec9ca51505b1204b407946a3
三佳购物,https://127.0.0.1:8080/hebtv/hbsjgw.m3u8?t=1747650468&key=c616b22a930ace7a8388d67fee590c17
云南,#genre#
云南卫视,https://127.0.0.1:8080/yntv/ynws.m3u8?t=1747650468&key=37b95c8f3a63fbfef258e60cc05a0f76
云南都市,https://127.0.0.1:8080/yntv/ynds.m3u8?t=1747650468&key=365e68786611ada2a6861f0b8ff195c3
云南娱乐,https://127.0.0.1:8080/yntv/ynyl.m3u8?t=1747650468&key=d8758ad3ca3e3fbdc9517eae9da3e656
康旅频道,https://127.0.0.1:8080/yntv/ynkl.m3u8?t=1747650468&key=8c8602233eec8cb93227471999f1d904
澜湄国际,https://127.0.0.1:8080/yntv/yngj.m3u8?t=1747650468&key=3eab34eec7be877eadca1d5870c214c4
云南少儿,https://127.0.0.1:8080/yntv/ynse.m3u8?t=1747650468&key=a78762f1cfdf50577081563704a1a0d6
贵州,#genre#
贵州卫视,http://58.144.154.93/9bwaz8y2.gzstv.com/live/CH01_lo.m3u8
贵州公共,http://58.144.154.93/9bwaz8y2.gzstv.com/live/CH02_lo.m3u8
贵州影视,http://58.144.154.93/9bwaz8y2.gzstv.com/live/CH03_lo.m3u8
贵州生活,http://58.144.154.93/9bwaz8y2.gzstv.com/live/CH04_lo.m3u8
贵州法制,http://58.144.154.93/9bwaz8y2.gzstv.com/live/CH05_lo.m3u8
贵州科教,http://58.144.154.93/9bwaz8y2.gzstv.com/live/CH06_lo.m3u8
贵州经济,http://58.144.154.93/9bwaz8y2.gzstv.com/live/CH09_lo.m3u8
贵州移动电视,http://58.144.154.93/9bwaz8y2.gzstv.com/live/CH13_lo.m3u8
贵州家有购物,http://58.144.154.93/9bwaz8y2.gzstv.com/live/CHJY_lo.m3u8
贵州卫视,https://127.0.0.1:8080/gzstv/gzws.m3u8?t=1747650468&key=ef6e6553e95c7e8fc1756f9d18b101c6
贵州公共,https://127.0.0.1:8080/gzstv/gzgg.m3u8?t=1747650468&key=c546fbfcc2f93f3075ab39accf00d947
贵州影视,https://127.0.0.1:8080/gzstv/gzwy.m3u8?t=1747650468&key=187d0cb0d9e75a40c7ae86db0fd0fcc0
贵州生活,https://127.0.0.1:8080/gzstv/gzsh.m3u8?t=1747650468&key=c9e96c730c983eeb4e8af4b34669fbac
贵州法制,https://127.0.0.1:8080/gzstv/gzfz.m3u8?t=1747650468&key=481b647670ffd43e2c076766f52bdca5
贵州科教,https://127.0.0.1:8080/gzstv/gzkj.m3u8?t=1747650468&key=b6ce2a78b0177347d5737aeaf86190a2
贵州经济,https://127.0.0.1:8080/gzstv/gzjj.m3u8?t=1747650468&key=b4111cc6906fd080bc98a908d7dcde95
贵州家有购物,https://127.0.0.1:8080/gzstv/gzjygw.m3u8?t=1747650468&key=a90a200a1fb7382ccdf98cf38c3947ec
贵州移动,https://127.0.0.1:8080/gzstv/gzyd.m3u8?t=1747650468&key=f18ffb43fd45c8de3d6a1ebcda1ec7aa
贵州综合广播,https://127.0.0.1:8080/gzstv/fm946.m3u8?t=1747650468&key=01bb55f0ffc5bafa3dc5d57220a82dd1
贵州经济广播,https://127.0.0.1:8080/gzstv/fm989.m3u8?t=1747650468&key=e2944e3c1acc6b8a8451de717bc443a2
贵州音乐广播,https://127.0.0.1:8080/gzstv/fm916.m3u8?t=1747650468&key=c47ce881e583a36399ce15e7274841da
